zdid,zdmc,station_code,station_telecode,station_shortname
859,宁国,31337,NNH,宁
860,绩溪县,31373,JRH,绩
861,歙县,31400,OVH,歙
862,黄山,31409,HKH,黄
863,祁门,31433,QIH,祁
864,峙滩,31454,SSG,峙
865,福港,31460,FGG,福
866,浮梁,31466,FEG,浮
867,景德镇,31469,JCG,景
868,鲇鱼山,31493,NYG,鲇
869,塔前,31502,TQG,塔
870,乐平市,31505,LPG,乐
871,甘棠,31529,GTG,甘
872,万年,31535,WWG,万
873,画桥,31544,HVG,画
874,硬石岭,31547,YRG,硬
875,江宁,31703,JJH,江
876,句容西,31706,JWH,句
877,溧水,31709,LDH,溧
878,瓦屋山,31712,WAH,瓦
879,溧阳,31715,LEH,溧
880,宜兴,31718,YUH,宜
881,长兴,31721,CBH,长
882,德清,31724,DRH,德
883,杭州东所,31727,CVH,杭
884,广德,31787,GRH,广
885,长兴南,31841,CFH,长
886,湖州,31854,VZH,湖
887,德清西,31865,MOH,德
888,余杭,32004,EVH,余
889,海宁西,32007,EUH,海
890,桐乡,32010,TCH,桐
891,嘉兴南,32013,EPH,嘉
892,嘉善南,32016,EAH,嘉
893,金山北,32019,EGH,金
894,松江南,32022,IMH,松
895,封浜,32045,FBA,封
896,七宝,32075,QPH,七
897,春申,32081,CWH,春
898,新桥,32084,XQH,新
899,松江,32090,SAH,松
900,枫泾,32120,FJH,枫
901,嘉善,32126,JSH,嘉
902,嘉兴,32138,JXH,嘉
903,海宁,32159,HNH,海
904,长安镇,32174,CAH,长
905,笕桥,32198,JIH,笕
906,杭州,32252,HZH,杭
907,上海南,32270,SNH,上
908,杭州南,32460,XHH,杭
909,白鹿塘,32471,BLH,白
910,诸暨,32501,ZDH,诸
911,浦江,32522,PVH,浦
912,义乌,32537,YWH,义
913,金华,32587,JBH,金
914,龙游,32606,LMH,龙
915,衢州,32621,QEH,衢
916,江山,32645,JUH,江
917,新塘边,32654,XTH,新
918,玉山,32666,YNG,玉
919,上饶,32687,SRG,上
920,横峰,32726,HFG,横
921,弋阳,32732,YIG,弋
922,贵溪,32753,GXG,贵
923,鹰潭,32780,YTG,鹰
924,余江,32837,YHG,余
925,东乡,32846,DXG,东
926,进贤,32864,JUG,进
927,温家圳,32870,WJG,温
928,梁家渡,32879,LDG,梁
929,向塘西,32882,XXG,向
930,江家,32930,JAG,江
931,潭岗,32939,TGG,潭
932,丰城,32948,FCG,丰
933,樟树,32960,ZSG,樟
934,张家山,32969,ZJG,张
935,黄土岗,32984,HGG,黄
936,罗坊,32990,LFG,罗
937,新余,32996,XUG,新
938,河下,33017,HXG,河
939,分宜,33023,FYG,分
940,彬江,33044,BJG,彬
941,宜春西,33053,YCG,宜
942,西村,33065,XCG,西
943,芦溪,33077,LUG,芦
944,泉江,33083,QJG,泉
945,白源,33086,BYG,白
946,萍乡,33089,PXG,萍
947,姚家洲,33110,YZG,姚
948,醴陵,33122,LLG,醴
949,绍兴,33185,SOH,绍
950,绍兴北,33187,SLH,绍
951,上虞北,33189,SSH,上
952,余姚北,33191,CTH,余
953,上虞,33218,BDH,上
954,余姚,33230,YYH,余
955,庄桥,33251,ZQH,庄
956,宁波,33284,NGH,宁
957,兰溪,33323,LWH,兰
958,永昌,33329,YDH,永
959,新安江,33344,XGH,新
960,千岛湖,33356,QHH,千
961,抚州,33400,FZG,抚
962,腾桥,33402,TAG,腾
963,南城,33404,NDG,南
964,南丰,33406,NFG,南
965,建宁县北,33410,JCS,建
966,泰宁,33412,TNS,泰
967,将乐,33414,JLS,将
968,夏茂,33416,XFS,夏
969,三明北,33418,SHS,三
970,尤溪,33420,YXS,尤
971,中仙,33422,ZBS,中
972,长庆,33424,CQS,长
973,永泰,33426,YTS,永
974,大岗,33434,DGG,大
975,抚州北,33443,FBG,抚
976,临川,33446,LCG,临
977,左港,33455,ZGG,左
978,崇仁,33458,CRG,崇
979,罗陂岗,33461,LNG,罗
980,吕坊,33464,LIG,吕
981,江边村,33467,JBG,江
982,攸县,33716,YOG,攸
983,茶陵西,33722,PQG,茶
984,茶陵,33728,CDG,茶
985,永平,33803,YVG,永
986,涵江北,34162,HCS,涵
987,莆田,34163,PTS,莆
988,余家,34220,YJS,余
989,资溪,34241,ZXS,资
990,光泽,34262,GZS,光
991,邵武,34274,SWS,邵
992,顺昌,34322,SCS,顺
993,来舟,34340,LZS,来
994,外洋,34388,WYS,外
995,青州,34391,QZS,青
996,沙县,34406,SAS,沙
997,三明,34415,SMS,三
998,永安,34436,YAS,永
999,麦园,34481,MYS,麦
1000,漳平,34499,ZPS,漳
1001,梅水坑,34523,MSS,梅
1002,华安,34535,HAS,华
1003,漳州东,34553,GOS,漳
1004,角美,34562,JES,角
1005,前场,34565,QCS,前
1006,杏林,34568,XLS,杏
1007,厦门高崎,34574,XBS,厦
1008,厦门,34583,XMS,厦
1009,南平,34619,NPS,南
1010,南平南,34628,NNS,南
1011,古田,34652,GTS,古
1012,闽清,34667,MQS,闽
1013,杜坞,34679,DWS,杜
1014,福州,34682,FZS,福
1015,苏坂,34823,SBS,苏
1016,坂尾,34826,BWS,坂
1017,雁石,34829,YSS,雁
1018,苹林,34832,PLS,苹
1019,龙岩,34838,LYS,龙
1020,大深,34904,DSS,大
1021,格口,34907,GKS,格
1022,小舟,34910,XRS,小
1023,福德,34913,FOS,福
1024,感德,34916,GRS,感
1025,长基,34939,CJS,长
1026,湖头,34943,HTS,湖
1027,金谷,34952,JGS,金
1028,安溪,34961,AXS,安
1029,南安,34979,NAS,南
1030,泉州东,35006,QRS,泉
1031,于都,35104,YDG,于
1032,西江,35108,XEG,西
1033,瑞金,35112,RJG,瑞
1034,长汀,35116,CES,长
1035,冠豸山,35122,GSS,冠
1036,上杭,35128,JBS,上
1037,重庆北,35143,CUW,重
1038,唐家沱,35146,KOW,唐
1039,鱼嘴,35148,AUW,鱼
1040,庙坝,35150,MGW,庙
1041,太洪,35152,TYW,太
1042,长寿,35154,EFW,长
1043,王家坝,35156,WDW,王
1044,石沱,35158,OWW,石
1045,蔺市,35160,LWW,蔺
1046,涪陵,35164,FLW,涪
1047,磨溪,35166,JIW,磨
1048,白涛,35168,BNW,白
1049,白沙沱,35170,BXW,白
1050,白马,35172,KMW,白
1051,土坎,35174,TWW,土
1052,武隆,35176,WLW,武
1053,中嘴,35178,EUW,中
1054,高谷,35182,FGW,高
1055,彭水,35184,PHW,彭
1056,保家楼,35186,BJW,保
1057,郁山,35188,KSW,郁
1058,干溪沟,35190,KXW,干
1059,石子坝,35192,SXW,石
1060,核桃园,35194,KHW,核
1061,黔江,35196,QNW,黔
1062,甘家坝,35200,RAW,甘
1063,鱼泉,35202,AYW,鱼
1064,长潭沟,35204,FCW,长
1065,泔溪,35206,VDW,泔
1066,麻旺,35208,NOW,麻
1067,酉阳,35209,AFW,酉
1068,龙池,35212,UPW,龙
1069,秀山,35214,ETW,秀
1070,梅江,35216,MKQ,梅
1071,桃映,35224,TKQ,桃
1072,松桃,35225,MZQ,松
1073,铜仁,35228,RDQ,铜
1074,锦和,35236,JHQ,锦
1075,珠玑巷,35245,ZDQ,珠
1076,南雄,35247,NCQ,南
1077,始兴,35253,IPQ,始
1078,丹霞山,35257,IRQ,丹
1079,大余,35273,DYG,大
1080,湘潭,35312,XTQ,湘
1081,向韶,35336,XVQ,向
1082,湘乡,35342,XXQ,湘
1083,娄底,35369,LDQ,娄
1084,涟源,35402,LAQ,涟
1085,冷水江东,35414,UDQ,冷
1086,新化,35426,EHQ,新
1087,安化,35447,PKQ,安
1088,低庄,35468,DVQ,低
1089,溆浦,35495,EPQ,溆
1090,辰溪,35507,CXQ,辰
1091,泸阳,35522,UYQ,泸
1092,怀化,35534,HHQ,怀
1093,新晃,35576,XLQ,新
1094,玉屏,35585,YZW,玉
1095,龙市,35589,LAG,龙
1096,炎陵,35591,YAG,炎
1097,茶陵南,35594,CNG,茶
1098,攸县南,35595,YXG,攸
1099,安仁,35596,ARG,安
1100,颜家垄,35598,YJQ,颜
1101,衡南,35599,HNG,衡
1102,羊坪,35609,APW,羊
1103,蕉溪,35618,JXW,蕉
1104,老王洞,35621,UEW,老
1105,镇远,35624,ZUW,镇
1106,水花,35633,SGW,水
1107,施秉,35639,AQW,施
1108,黄平,35642,VFW,黄
1109,宝老山,35645,BRW,宝
1110,加劳,35651,JAW,加
1111,桐木寨,35654,TMW,桐
1112,凯里,35657,KLW,凯
1113,六个鸡,35684,UOW,六
1114,麻江,35690,BBW,麻
1115,福泉,35696,VMW,福
1116,黄丝,35702,HRW,黄
1117,东安东,35804,DCZ,东
1118,全州南,35807,QNZ,全
1119,兴安北,35810,XDZ,兴
1120,贺州,35848,HXZ,贺
1121,钟山西,35901,ZAZ,钟
1122,恭城,35903,GCZ,恭
1123,阳朔,35905,YCZ,阳
1124,定江所,35907,RJZ,定
1125,桂林西,35909,GEZ,桂
1126,五通,35911,WTZ,五
1127,三江南,35913,SWZ,三
1128,祁东北,36002,QRQ,祁
1129,祁东,36004,QMQ,祁
1130,新桥铺,36011,XQQ,新
1131,祁阳北,36026,QVQ,祁
1132,祁阳,36027,QWQ,祁
1133,永州,36047,AOQ,永
1134,蓝家村,36071,LCZ,蓝
1135,井头墟,36074,JXZ,井
1136,东安,36077,DAZ,东
1137,紫溪,36080,ZXZ,紫
1138,庙头,36086,MTZ,庙
1139,黄沙河,36089,HHZ,黄
1140,全州,36101,QZZ,全
1141,绍水,36116,SSZ,绍
1142,百里村,36125,BCZ,百
1143,兴安,36131,XAZ,兴
1144,严关乡,36134,YXZ,严
1145,大溶江,36140,DRZ,大
1146,灵川,36149,LUZ,灵
1147,桂林北,36152,GBZ,桂
1148,桂林,36173,GLZ,桂
1149,鹿寨北,36176,LSZ,鹿
1150,永福南,36179,YBZ,永
1151,二塘,36182,RTZ,二
1152,永福,36194,YFZ,永
1153,鹿寨,36224,LIZ,鹿
1154,柳州,36257,LZZ,柳
1155,柳州南,36266,LNZ,柳
1156,芦村,36401,UCZ,芦
1157,和吉镇所,36272,HBZ,和
1158,宾阳,36275,UKZ,宾
1159,凌村所,36278,UMZ,凌
1160,桂平,36281,GAZ,桂
1161,平南南,36284,PAZ,平
1162,藤县,36287,TAZ,藤
1163,梧州南,36290,WBZ,梧
1164,岳池,36319,AWW,岳
1165,凤凰,36335,FHZ,凤
1166,来宾,36344,UBZ,来
1167,黎塘,36374,LTZ,黎
1168,芦村,36401,UCZ,芦
1169,伶俐,36407,LLZ,伶
1170,长塘,36410,CTZ,长
1171,长岗岭,36425,CIZ,长
1172,南宁,36428,NNZ,南
1173,南宁南,36449,NUZ,南
1174,南宁东,36452,NFZ,南
1175,金鸡村,36500,JCZ,金
1176,江西村,36503,JAZ,江
1177,扶绥,36518,FSZ,扶
1178,渠黎,36521,QLZ,渠
1179,渠旧,36530,QJZ,渠
1180,濑湍,36533,LVZ,濑
1181,崇左,36536,CZZ,崇
1182,天西,36548,TXZ,安
1183,亭亮,36551,TIZ,亭
1184,龙伯屯,36554,LOZ,龙
1185,宁明,36557,NMZ,宁
1186,夏石,36563,XIZ,夏
1187,凭祥,36572,PXZ,凭
1188,贵港,37115,GGZ,贵
1189,桥墟,37127,QXZ,桥
1190,兴业,37139,SNZ,兴
1191,玉林,37148,YLZ,玉
1192,陆川,37175,LKZ,陆
1193,文地,37187,WNZ,文
1194,河唇,37199,HCZ,河
1195,廉江,37211,LJZ,廉
1196,遂溪,37220,SXZ,遂
1197,塘口,37223,TKZ,塘
1198,湛江北,37232,ZBZ,湛
1199,湛江,37235,ZJZ,湛
1200,太阳村,37313,TYZ,太
1201,洛满,37316,LMZ,洛
1202,柳城,37329,UHZ,柳
1203,洛东,37340,LYZ,洛
1204,宜州,37349,YSZ,宜
1205,叶茂,37358,YMZ,叶
1206,德胜,37367,DEZ,德
1207,金城江,37376,JJZ,金
1208,南丹,37436,NDZ,南
1209,泗亭,37451,STZ,泗
1210,麻尾,37457,VAW,麻
1211,朱石寨,37466,ZVW,朱
1212,星朗,37469,ELW,星
1213,峰洞,37472,FDW,峰
1214,打羊,37478,RNW,打
1215,学庄,37481,EZW,学
1216,独山,37487,RWW,独
1217,墨冲,37505,VCW,墨
1218,河阳,37507,IOW,河
1219,都匀,37514,RYW,都
1220,贵定南,37522,IDW,贵
1221,贵定,37565,GTW,贵
1222,高坪铺,37571,GPW,高
1223,龙里,37580,LLW,龙
1224,老罗堡,37589,FKW,老
1225,贵阳,37646,GIW,贵
1226,石板哨,37682,SRW,石
1227,曲阜,38024,QFK,曲
1228,泗水,38039,OSK,泗
1229,平邑,38054,PIK,平
1230,费县,38075,FXK,费
1231,临沂,38090,LVK,临
1232,莒南,38111,JOK,莒
1233,日照,38144,RZK,日
1234,济宁,38231,JIK,济
1235,嘉祥,38252,JUK,嘉
1236,巨野,38261,JYK,巨
1237,菏泽,38282,HIK,菏
1238,菏泽南,38288,HOK,菏
1239,算王庄,38309,SVF,算
1240,东明县,38315,DNF,东
1241,文庄村,38324,WOF,文
1242,长垣,38330,CYF,长
1243,滑县南,38342,HXF,滑
1244,封丘,38345,FQF,封
1245,延津,38348,YOF,延
1246,获嘉,38381,HJF,获
1247,狮子营,38384,SZF,狮
1248,修武,38387,XWF,修
1249,待王,38396,DWF,待
1250,焦作,38402,JOF,焦
1251,连云港东,38480,UKH,连
1252,连云港,38531,UIH,连
1253,东海县,38546,DQH,东
1254,石湖村,38549,SIH,石
1255,新沂,38561,VIH,新
1256,邳州,38579,PJH,邳
1257,大湖,38612,DPH,大
1258,夹河寨,38639,IZH,夹
1259,黄口,38663,KOH,黄
1260,砀山,38675,DKH,砀
1261,夏邑县,38687,EJH,夏
1262,虞城县,38693,IXH,虞
1263,商丘,38702,SQF,商
1264,宁陵县,38732,NLF,宁
1265,民权,38738,MQF,民
1266,兰考,38750,LKF,兰
1267,开封,38774,KFF,开
1268,中牟,38792,ZGF,中
1269,圃田西,38810,ZDF,圃
1270,铜山,38834,TRH,铜
1271,灵宝西,39044,LPF,灵
1272,三门峡南,39047,SCF,三
1273,渑池南,39050,MNF,渑
1274,洛阳龙门,39053,LLF,洛
1275,巩义南,39056,GYF,巩
1276,郑州西,39059,XPF,郑
1277,中原,39062,ZXF,中
1278,上街,39086,SJF,上
1279,巩义,39101,GXF,巩
1280,偃师,39110,YSF,偃
1281,洛阳东,39125,LDF,洛
1282,洛阳,39173,LYF,洛
1283,新安县,39197,XAF,新
1284,义马,39209,YMF,义
1285,渑池,39221,MCF,渑
1286,三门峡,39254,SMF,三
1287,三门峡西,39269,SXF,三
1288,灵宝,39302,LBF,灵
1289,太要,39329,TEF,太
1290,潼关,39332,TGY,潼
1291,华山,39338,HSY,华
1292,渭南,39389,WNY,渭
1293,新丰镇,39404,XFY,新
1294,临潼,39413,LIY,临
1295,窑村,39419,YCY,窑
1296,西安东,39425,XDY,西
1297,西安,39473,XAY,西
1298,咸阳,39500,XYY,咸
1299,兴平,39521,XPY,兴
1300,武功,39530,WGY,武
1301,杨陵,39542,YSY,杨
1302,蔡家坡,39557,CJY,蔡
1303,虢镇,39572,GZY,虢
1304,卧龙寺,39575,WLY,卧
1305,宝鸡,39629,BJY,宝
1306,福临堡,39638,FLY,福
1307,元龙,39689,YLY,元
1308,天水,39701,TSJ,安
1309,南河川,39728,NHJ,南
1310,三阳川,39731,SYJ,三
1311,渭南镇,39734,WNJ,渭
1312,新阳镇,39737,XZJ,新
1313,甘谷,39746,GGJ,甘
1314,磐安镇,39752,PAJ,磐
1315,洛门,39755,LMJ,洛
1316,武山,39758,WSJ,武
1317,贺家店,39761,HJJ,贺
1318,鸳鸯镇,39764,YYJ,鸳
1319,陇西,39773,LXJ,陇
1320,云田乡,39797,YTJ,云
1321,通安驿,39806,TAJ,通
1322,定西,39821,DSJ,定
1323,李家坪,39833,LIJ,李
1324,甘草店,39842,GDJ,甘
1325,王家湾,39845,WJJ,王
1326,许家台,39848,XTJ,许
1327,夏官营,39851,XGJ,夏
1328,骆驼巷,39857,LTJ,骆
1329,桑园子,39860,SAJ,桑
1330,兰州,39872,LZJ,兰
1331,阎良,40019,YNY,阎
1332,何寨,40205,HRY,何
1333,蒲城东,40486,PEY,蒲
1334,西社,40487,XTY,西
1335,洛川东,40490,LRY,洛
1336,富县东,40491,FDY,富
1337,甘泉北,40492,GEY,甘
1338,延安,40493,YWY,延
1339,子长,40504,ZHY,子
1340,清涧县,40505,QNY,清
1341,绥德,40508,ODY,绥
1342,米脂,40509,MEY,米
1343,榆林,40512,ALY,榆
1344,大保当,40515,DDY,大
1345,神木西,40530,OUY,神
1346,西安南,40855,CAY,西
1347,营镇,40916,YTY,营
1348,柞水,40934,ZSY,柞
1349,镇安,40961,ZEY,镇
1350,小河镇,40997,EKY,小
1351,渭南南,41009,WVY,渭
1352,砚川,41016,YYY,砚
1353,旬阳北,41017,XBY,旬
1354,商洛,41019,OLY,商
1355,丹凤,41023,DGY,丹
1356,商南,41029,ONY,商
1357,西峡,41036,XIF,西
1358,内乡,41040,NXF,内
1359,镇平,41045,ZPF,镇
1360,南阳西,41047,NVF,南
1361,南阳东,41048,NDF,南
1362,唐河,41052,THF,唐
1363,桐柏,41059,TBF,桐
1364,罗山,41070,LRN,罗
1365,息县,41073,ENN,息
1366,叶集,41081,YCH,叶
1367,分路口,41085,FKH,分
1368,六安,41087,UAH,六
1369,长安集,41093,CYH,长
1370,商城,41095,SWN,商
1371,固始,41096,GXN,固
1372,千河,41099,QUY,千
1373,凤翔,41108,FOY,凤
1374,冯家山,41117,FJY,冯
1375,千阳,41126,QOY,千
1376,水沟,41135,SEY,水
1377,娘娘庙,41144,NNY,娘
1378,陇县,41153,LXY,陇
1379,史家铺,41162,SPY,史
1380,火烧寨,41171,HVY,火
1381,神峪河,41180,SRY,神
1382,安口窑,41198,AYY,安
1383,崇信,41207,CIJ,崇
1384,庙庄,41216,MZJ,庙
1385,平凉南,41234,POJ,平
1386,平凉,41243,PIJ,平
1387,新李,41252,XLJ,新
1388,三关口,41270,OKJ,三
1389,六盘山,41279,UPJ,六
1390,彭阳,41288,PYJ,彭
1391,固原,41306,GUJ,固
1392,沈家河,41315,OJJ,沈
1393,二营,41324,RYJ,二
1394,三营,41333,OEJ,三
1395,褚家湾,41342,CWJ,褚
1396,七营,41351,QYJ,七
1397,韩府湾,41352,HXJ,韩
1398,李旺,41360,VLJ,李
1399,土桥子,41369,TQJ,土
1400,王团庄,41378,WZJ,王
1401,同心,41387,TXJ,同
1402,石坝,41396,OBJ,石
1403,艾家村,41397,AJJ,艾
1404,长农,41405,CNJ,长
1405,中宁南,41414,ZNJ,中
1406,大战场,41423,DTJ,大
1407,宣和,41432,XWJ,宣
1408,兰州西,41492,LAJ,兰
1409,石板墩南,41494,SQR,石
1410,柳沟南,41496,LFJ,柳
1411,清泉南,41498,QNJ,清
1412,嘉峪关南,41501,JBJ,嘉
1413,酒泉南,41503,JNJ,酒
1414,清水北,41505,QEJ,清
1415,高台南,41507,GAJ,高
1416,临泽南,41509,LDJ,临
1417,张掖西,41511,ZEJ,张
1418,民乐,41513,MBJ,民
1419,军马场,41515,JEJ,军
1420,浩门,41516,HMO,浩
1421,门源,41517,MYO,门
1422,大通西,41519,DTO,大
1423,海东西,41521,HDO,海
1424,乐都南,41523,LVO,乐
1425,民和南,41525,MNO,民
1426,陈家湾西,41527,CJJ,陈
1427,陈官营,41543,CAJ,陈
1428,西固城,41546,XUJ,西
1429,坡底下,41555,PXJ,坡
1430,河口南,41558,HKJ,河
1431,龙泉寺,41579,UQJ,龙
1432,永登,41591,YDJ,永
1433,天祝,41606,TZJ,天
1434,打柴沟,41615,DGJ,打
1435,龙沟,41657,LGJ,龙
1436,古浪,41666,GLJ,古
1437,黄羊镇,41675,HYJ,黄
1438,武威南,41690,WWJ,武
1439,武威,41741,WUJ,武
1440,金昌,41780,JCJ,金
1441,玉石,41807,YSJ,玉
1442,芨岭,41813,JLJ,芨
1443,山丹,41840,SDJ,山
1444,张掖,41858,ZYJ,张
1445,平原堡,41885,PPJ,平
1446,临泽,41891,LEJ,临
1447,高台,41900,GTJ,高
1448,许三湾,41909,XSJ,许
1449,清水,41921,QUJ,清
1450,酒泉,41951,JQJ,酒
1451,嘉峪关,41957,JGJ,嘉
1452,低窝铺,42029,DWJ,低
1453,玉门,42035,YXJ,玉
1454,疏勒河,42044,SHJ,疏
1455,桥湾,42068,QVJ,桥
1456,柳沟,42074,LUJ,柳
1457,安北,42080,ABR,安
1458,柳园,42098,DHR,柳
1459,红柳河,42140,HHR,红
1460,山口,42164,SKR,山
1461,哈密,42188,HMR,哈
1462,哈密南,42191,HLR,哈
1463,哈密东,42194,HGR,哈
1464,火石泉,42209,HQR,火
1465,柳树泉,42224,LSR,柳
1466,了墩,42236,LDR,了
1467,十三间房,42266,SFR,十
1468,鄯善,42293,SSR,鄯
1469,七泉湖,42329,QHR,七
1470,吐鲁番,42341,TFR,吐
1471,达板城,42374,DCR,达
1472,乌鲁木齐南,42416,WMR,乌
1473,乌西,42428,WXR,乌
1474,玛纳斯,42500,MSR,玛
1475,石河子,42503,SZR,石
1476,沙湾县,42509,SXR,沙
1477,奎屯,42518,KTR,奎
1478,精河,42575,JHR,精
1479,博乐,42587,BOR,博
1480,阿拉山口,42593,AKR,阿
1481,吐鲁番北,42803,TAR,吐
1482,鄯善北,42805,SMR,鄯
1483,吐哈,42807,THR,吐
1484,柳园南,42809,LNR,柳
1485,鱼儿沟,42884,YGR,鱼
1486,焉耆,42977,YSR,焉
1487,库尔勒,42992,KLR,库
1488,轮台,43009,LAR,轮
1489,库车,43013,KCR,库
1490,新和,43014,XIR,新
1491,阿克苏,43021,ASR,阿
1492,金银川,43023,JCR,金
1493,柯坪,43024,KPR,柯
1494,巴楚,43026,BCR,巴
1495,阿图什,43030,ATR,阿
1496,喀什,43031,KSR,喀
1497,马兰,43097,MLR,马
1498,和硕,43099,VUR,和
1499,八盘峡,43415,BPJ,八
1500,张家祠,43427,ZCJ,张
1501,花庄,43433,HZJ,花
1502,水车湾,43442,SWJ,水
1503,海石湾,43445,HSO,海
1504,乐都,43478,LDO,乐
1505,平安驿,43490,PNO,平
1506,西宁,43502,XNO,西
1507,西宁西,43566,XXO,西
1508,湟源,43574,HNO,湟
1509,海晏,43586,HFO,海
1510,哈尔盖,43622,HRJ,哈
1511,刚察,43655,GCO,刚
1512,天峻,43679,TIO,天
1513,乌兰,43703,WIO,乌
1514,柯柯,43709,KKO,柯
1515,德令哈,43739,DHO,德
1516,饮马峡,43766,YRO,饮
1517,锡铁山,43769,XRO,锡
1518,察尔汗,43778,CRO,察
1519,拉萨,43783,LSO,拉
1520,格尔木,43787,GRO,格
1521,协荣,43916,ROO,协
1522,曲水县,43918,QSO,曲
1523,尼木,43922,NMO,尼
1524,仁布,43926,RUO,仁
1525,日喀则,43936,RKO,日
1526,沱沱河,43996,THO,沱
1527,安多,44032,ADO,安
1528,那曲,44047,NQO,那
1529,当雄,44062,DAO,当
1530,沁阳,44099,QYF,沁
1531,捏掌,44105,NZF,捏
1532,沁河北,44108,QBF,沁
1533,莲东,44111,LGF,莲
1534,济源,44114,JYF,济
1535,轵城,44117,ZCF,轵
1536,留庄,44129,UZF,留
1537,王庄,44135,WZF,王
1538,白合,44138,BHF,白
1539,孟津,44141,MJF,孟
1540,关林,44159,GLF,关
1541,伊川,44195,YCF,伊
1542,汝阳,44204,RYF,汝
1543,临汝镇,44207,LWF,临
1544,庙下,44210,MBF,庙
1545,汝州,44216,ROF,汝
1546,小屯街,44222,XTF,小
1547,商酒务,44225,SWF,商
1548,平顶山西,44231,BFF,平
1549,鲁山,44255,LAF,鲁
1550,瀼河,44258,REF,瀼
1551,草店,44261,CDF,草
1552,北召店,44270,BZF,北
1553,南召,44273,NAF,南
1554,董庄,44279,DFF,董
1555,蒲山店,44288,PSF,蒲
1556,南阳,44294,NFF,南
1557,韩堂,44306,HDF,韩
1558,穰东,44309,RDF,穰
1559,夏集,44315,XGF,夏
1560,邓州,44321,DOF,邓
1561,构林,44330,GOF,构
1562,耿坡,44336,GEF,耿
1563,郜营,44342,GYN,郜
1564,宜城,44468,YIN,宜
1565,荆门,44492,JMN,荆
1566,当阳,44528,DYN,当
1567,鸦雀岭,44540,YLN,鸦
1568,枝城,44576,ZCN,枝
1569,松滋,44580,SIN,松
1570,西斋,44591,XVN,西
1571,澧县,44600,LEQ,澧
1572,石门县北,44610,VFQ,石
1573,石门县,44615,OMQ,石
1574,慈利,44627,CUQ,慈
1575,张家界北,44651,ZNQ,张
1576,张家界,44672,DIQ,张
1577,猛洞河,44705,MUQ,猛
1578,吉首,44726,JIQ,吉
1579,麻阳,44756,MVQ,麻
1580,会同,44855,VTQ,会
1581,靖州,44867,JEQ,靖
1582,通道,44882,TRQ,通
1583,塘豹,44888,TBQ,塘
1584,牙屯堡,44891,YTZ,牙
1585,三江县,44903,SOZ,三
1586,程村,44906,CCZ,程
1587,老堡,44912,UPZ,老
1588,塘库,44915,TUZ,塘
1589,融安,44930,RAZ,融
1590,融水,44957,RSZ,融
1591,双蒙,44963,SMZ,双
1592,罗城,44967,VCZ,罗
1593,古砦,44972,GRZ,古
1594,寨隆,44975,ZLZ,寨
1595,大岭,44978,DOZ,大
1596,宜昌东,45062,HAN,宜
1597,宜昌,45065,YCN,宜
1598,枝江北,45081,ZIN,枝
1599,荆州,45084,JBN,荆
1600,潜江,45087,QJN,潜
1601,仙桃西,45090,XAN,仙
1602,天门南,45093,TNN,天
1603,汉川,45096,HCN,汉
1604,长阳,45143,CYN,长
1605,巴东,45146,BNN,巴
1606,建始,45149,JRN,建
1607,恩施,45152,ESN,恩
1608,利川,45155,LCN,利
1609,秦岭,45293,QLY,秦
1610,红花铺,45299,HHY,红
1611,凤州,45305,FZY,凤
1612,凤县,45329,FXY,凤
1613,宏庆,45335,HEY,宏
1614,李家河,45338,LEY,李
1615,两当,45341,LDY,两
1616,徽县,45347,HYY,徽
1617,白水江,45353,BSY,白
1618,红卫坝,45356,HWY,红
1619,马蹄湾,45359,MTY,马
1620,徐家坪,45362,XJY,徐
1621,横现河,45365,HIY,横
1622,略阳,45368,LYY,略
1623,乐素河,45380,LSY,乐
1624,高潭子,45383,GTY,高
1625,巨亭,45386,JTY,巨
1626,阳平关,45389,YAY,阳
1627,燕子砭,45392,YZY,燕
1628,大滩,45398,DTY,大
1629,朝天,45404,CTY,朝
1630,冉家河,45410,RJY,冉
1631,广元,45413,GYW,广
1632,广元南,45416,GAW,广
1633,竹园坝,45455,ZAW,竹
1634,马角坝,45470,MBW,马
1635,江油,45509,JFW,江
1636,绵阳,45524,MYW,绵
1637,罗江,45542,LJW,罗
1638,德阳,45551,DYW,德
1639,广汉,45563,GHW,广
1640,成都,45584,CDW,成
1641,勉西,45677,MOY,勉
1642,勉县,45698,MVY,勉
1643,汉中,45713,HOY,汉
1644,城固,45725,CGY,城
1645,洋县,45728,YVY,洋
1646,晏家坝,45734,YBY,晏
1647,西乡,45749,XQY,西
1648,三花石,45758,SUY,三
1649,茶镇,45764,CEY,茶
1650,缯溪河,45767,ZXY,缯
1651,石泉县,45770,SXY,石
1652,池河,45776,CHY,池
1653,高梁铺,45779,GLY,高
1654,汉阴,45785,HQY,汉
1655,涧池铺,45788,JCY,涧
1656,梅子铺,45794,MPY,梅
1657,广元东,45833,GOW,广
1658,安家湾,45836,AJW,安
1659,元坝,45839,YOW,元
1660,白水,45842,BUW,白
1661,尚武,45845,SWW,尚
1662,嘉川,45848,JQW,嘉
1663,旺苍,45851,WEW,旺
1664,黄洋,45854,VVW,黄
1665,普济,45857,PIW,普
1666,乐坝,45860,VBW,乐
1667,下两,45910,ERW,下
1668,巴中,45912,IEW,巴
1669,新民场,46015,EQW,新
1670,三道堰,46017,OVW,三
