zdid,zdmc,station_code,station_telecode,station_shortname
2484,铜佛寺,63293,TSL,铜
2485,朝阳川,63296,CYL,朝
2486,延吉,63320,YJL,延
2487,溪洞,63329,XDL,溪
2488,磨盘山,63332,MPL,磨
2489,河南,63335,HEL,河
2490,苇子沟,63338,WZL,苇
2491,水礼,63341,SUL,水
2492,曲水,63344,QSL,曲
2493,沈阳东,63644,SDT,沈
2494,世博园,63669,ZWT,世
2495,抚顺北,63686,FET,抚
2496,章党,63692,ZHT,章
2497,营东,63701,IDT,营
2498,南杂木,63707,NZT,南
2499,苍石,63713,CST,苍
2500,南口前,63716,NKT,南
2501,黑石木,63719,HST,黑
2502,清原,63728,QYT,清
2503,长山堡,63749,CBL,长
2504,英额门,63752,YML,英
2505,兴隆河,63756,XIA,兴
2506,草市,63761,CSL,草
2507,龙山,63767,LSL,龙
2508,山城镇,63770,SCL,山
2509,黑山头,63776,HOL,黑
2510,宝山,63779,BOL,宝
2511,海龙,63800,HIL,海
2512,六家,63803,LZL,六
2513,朝阳镇,63806,CZL,朝
2514,团林,63809,TUL,团
2515,纪家,63815,JJL,纪
2516,石家,63821,OJL,石
2517,磐石,63824,PSL,磐
2518,永宁,63830,YEL,永
2519,七间房,63833,QJL,七
2520,明城,63836,MCL,明
2521,烟筒山,63839,YSL,烟
2522,大梨树,63860,DRL,大
2523,双河镇,63869,SEL,双
2524,口前,63890,KQL,口
2525,哈福,64229,HFL,哈
2526,石岭,64241,SOL,石
2527,天德泉,64244,TRL,天
2528,平岗,64250,PGL,平
2529,白泉,64253,BQL,白
2530,辽源,64259,LYL,辽
2531,渭津,64283,WJL,渭
2532,大兴镇,64286,DZL,大
2533,东丰,64289,DIL,东
2534,东丰北,64295,DBL,东
2535,梅河口,64301,MHL,梅
2536,清徐,65003,QUV,清
2537,交城,65006,JNV,交
2538,文水,65009,WEV,文
2539,汾阳,65012,FAV,汾
2540,吕梁,65021,LHV,吕
2541,柳林南,65024,LKV,柳
2542,吴堡,65027,WUY,吴
2543,义合镇,65030,AIY,义
2544,子洲,65033,ZZY,子
2545,魏家楼,65036,WEY,魏
2546,靖边,65045,JIY,靖
2547,定边,65054,DYJ,定
2548,太阳山,65072,TYJ,太
2549,红寺堡,65081,HSJ,红
2550,中宁东,65087,ZDJ,中
2551,玉山南,65615,YGG,玉
2552,鹰潭北,65618,YKG,鹰
2553,抚州东,65621,FDG,抚
2554,进贤南,65624,JXG,进
2555,高安,65640,GCG,高
2556,新余北,65643,XBG,新
2557,宜春,65646,YEG,宜
2558,萍乡北,65649,PBG,萍
2559,醴陵东,65652,UKQ,醴
2560,郑州东,65773,ZAF,郑
2561,二郎庙,65776,EMF,二
2562,许昌东,65779,XVF,许
2563,漯河西,65782,LBN,漯
2564,驻马店西,65785,ZLN,驻
2565,明港东,65788,MDN,明
2566,信阳东,65791,OYN,信
2567,孝感北,65794,XJN,孝
2568,横店东,65797,HEN,横
2569,武汉,65800,WHN,武
2570,咸宁北,65806,XRN,咸
2571,赤壁北,65809,CIN,赤
2572,岳阳东,65812,YIQ,岳
2573,汨罗东,65815,MQQ,汨
2574,长沙南,65818,CWQ,长
2575,株洲西,65821,ZAQ,株
2576,衡山西,65824,HEQ,衡
2577,衡阳东,65827,HVQ,衡
2578,耒阳西,65830,LPQ,耒
2579,郴州西,65833,ICQ,郴
2580,韶关,65839,SNQ,韶
2581,英德西,65842,IIQ,英
2582,清远,65845,QBQ,清
2583,广州南,65848,IZQ,广
2584,庆盛,65851,QSQ,庆
2585,虎门,65854,IUQ,虎
2586,光明城,65857,IMQ,光
2587,深圳北,65860,IOQ,深
2588,碧江,65900,BLQ,碧
2589,北滘,65903,IBQ,北
2590,顺德,65906,ORQ,顺
2591,顺德学院,65909,OJQ,顺
2592,容桂,65912,RUQ,容
2593,南头,65915,NOQ,南
2594,小榄,65918,EAQ,小
2595,东升,65921,DRQ,东
2596,中山北,65924,ZGQ,中
2597,中山,65927,ZSQ,中
2598,南朗,65930,NNQ,南
2599,翠亨,65933,IHQ,翠
2600,珠海北,65936,ZIQ,珠
2601,唐家湾,65939,PDQ,唐
2602,明珠,65942,MFQ,明
2603,前山,65945,QXQ,前
2604,珠海,65948,ZHQ,珠
2605,龙嘉,65960,UJL,龙
2606,九台南,65963,JNL,九
2607,双吉,65966,SML,双
2608,达拉特西,66003,DNC,达
2609,响沙湾,66007,XSC,响
2610,罕台川,66012,HCC,罕
2611,东胜西,66015,DYC,东
2612,鄂尔多斯,66018,EEC,鄂
2613,新街,66021,XJC,新
2614,上海虹桥,66100,AOH,上
2615,仙林,66310,XPH,仙
2616,宝华山,66313,BWH,宝
2617,丹徒,66316,RUH,丹
2618,惠山,66319,VCH,惠
2619,无锡新区,66322,IFH,无
2620,苏州新区,66325,ITH,苏
2621,苏州园区,66328,KAH,苏
2622,阳澄湖,66331,AIH,阳
2623,昆山南,66334,KNH,昆
2624,花桥,66337,VQH,花
2625,安亭北,66340,ASH,安
2626,南翔北,66343,NEH,南
2627,打拉亥,66666,DHC,打
2628,那林桃亥,66670,NLC,那
2629,姑家堡,66674,GPC,姑
2630,葫芦,66677,HVC,葫
2631,廊坊,66800,LJP,廊
2632,天津南,66803,TIP,天
2633,沧州西,66806,CBP,沧
2634,德州东,66809,DIP,德
2635,济南西,66812,JGK,济
2636,泰安,66815,TMK,泰
2637,曲阜东,66818,QAK,曲
2638,枣庄,66821,ZEK,枣
2639,滕州东,66824,TEK,滕
2640,徐州东,66827,UUH,徐
2641,宿州东,66830,SRH,宿
2642,蚌埠南,66833,BMH,蚌
2643,定远,66836,EWH,定
2644,滁州,66839,CXH,滁
2645,镇江南,66842,ZEH,镇
2646,丹阳北,66845,EXH,丹
2647,常州北,66848,ESH,常
2648,无锡东,66851,WGH,无
2649,苏州北,66854,OHH,苏
2650,津沪所,75001,00A,津
2651,崔马庄所,75002,01A,崔
2652,黄渡所,75003,02A,黄
2653,南翔北所,75004,03A,南
2654,杭州东,90041,HGH,杭
2655,九江西,90064,JKG,九
2656,元田坝,90215,YPW,元
2657,隆安,98004,UVZ,隆
2658,平果,98005,PGZ,平
2659,田东,98009,TDZ,田
2660,田阳,98011,TRZ,田
2661,百色,98014,BIZ,百
2662,田林,98019,TFZ,田
2663,兴义,98032,XRZ,兴
2664,金华南,98036,RNH,金
2665,武义,98037,RYH,武
2666,永康,98038,RFH,永
2667,缙云,98039,JYH,缙
2668,丽水,98040,USH,丽
2669,新东孝,98041,XXE,新
2670,青田,98042,QVH,青
2671,温州,98043,RZH,温
2672,武夷山,98044,WAS,武
2673,建阳,98045,JYS,建
2674,建瓯,98046,JVS,建
2675,石林,98047,SLM,石
2676,石林南,98048,LNM,石
2677,宜良北,98049,YSM,宜
2678,永丰营,98050,YYM,永
2679,广南卫,98052,GNM,广
2680,王家营西,98054,KNM,王
2681,羊堡,98055,ABM,羊
2682,大田边,98056,DBM,大
2683,岔江,98057,CAM,岔
2684,江所田,98058,JOM,江
2685,罗平,98059,LPM,罗
2686,中寨,98060,ZZM,中
2687,新安,98061,EAM,新
2688,师宗,98062,SEM,师
2689,秧草地,98063,YKM,秧
2690,横岗,99030,HOG,横
2691,南昌,99054,NCG,昌
2692,新祺周,99093,XOG,新
2693,杨家岭,99097,YLG,杨
2694,扎赉诺尔西,99103,ZXX,扎
2695,永定,99105,YGS,永
2696,仙师,99106,XSI,仙
2697,琥市,99107,HSI,琥
2698,大埔,99108,DPI,大
2699,聊城北,99110,UBK,聊
2700,基太,99112,JTI,基
2701,张巷,99221,ZYG,张
2702,大洋洲,99224,DZG,大
2703,八都,99227,BUG,八
2704,醪桥,99228,UQG,醪
2705,吉安南,99231,VNG,吉
2706,冠朝,99233,GLG,冠
2707,沙村,99234,SCG,沙
2708,营盘上,99235,YBG,营
2709,龙口,99237,UKG,龙
2710,赣州,99239,GZG,赣
2711,铅山西,99250,QSA,铅
2712,茶亭,99253,CTI,茶
2713,九龙,99501,JQO,九
2715,绵阳市富乐汽车站,NULL,NULL,NULL
2717,绵阳市汽车客运总站,NULL,NULL,NULL
2719,江油站,NULL,NULL,NULL
2721,成都旅游客运中心（新南门汽车站）,NULL,NULL,NULL
2725,成都市茶店子客运站,NULL,NULL,NULL
2729,成都市双流客运中心,NULL,NULL,NULL
2732,德阳站,NULL,NULL,NULL
2735,眉山东门汽车站,NULL,NULL,NULL
2737,峨眉站,NULL,NULL,NULL
2739,乐山客运中心站,NULL,NULL,NULL
2740,白鸡坡,50170,BBM,白
2741,百宜,47477,FHW,百
2742,柏果,50249,BGM,柏
2743,曹家湾,50167,FWW,曹
2744,打括,49706,DOW,打
2745,大湾,50165,DMW,大
2746,大宗坪,65686,ROW,大
2747,都格,50177,DMM,都
2748,渡口,48446,DXW,渡
2749,发耳,50171,FEM,发
2750,福溪,46949,FXW,福
2751,贵定北,65694,FMW,贵
2752,贵阳东,47485,KEW,贵
2753,汉王山,46952,HOW,汉
2754,汉旺,45896,HIW,汉
2755,红果,50225,HEM,红
2756,花家庄,50237,HJM,花
2757,鸡场坡,49703,JRW,鸡
2758,金沙湾,46958,JWW,金
2759,开阳,47473,KVW,开
2760,凯里南,65692,QKW,凯
2761,六盘水南,50168,KPW,六
2762,龙洞堡,47486,FVW,龙
2763,洛碛,35153,FOW,洛
2764,洛湾三江,47481,KRW,洛
2765,茅草坪,50172,KPM,茅
2766,密地,48425,MXW,密
2767,木瓜坪,45956,MWW,木
2714,绵阳站,NULL,NULL,NULL
2716,绵阳市平政汽车站,NULL,NULL,NULL
2718,南湖汽车站,NULL,NULL,NULL
2720,成都火车南站,NULL,NULL,NULL
2722,成都市北门汽车站,NULL,NULL,NULL
2723,成都市城北客运中心,NULL,NULL,NULL
2726,成都机场客运站,NULL,NULL,NULL
2727,成都汽车总站,NULL,NULL,NULL
2728,成都市青羊区金沙车站,NULL,NULL,NULL
2730,成都市双流鲢鱼村客运站,NULL,NULL,NULL
2731,茶店子长途汽车站,NULL,NULL,NULL
2734,眉山站,NULL,NULL,NULL
2736,眉山市东坡区客运中心站,NULL,NULL,NULL
2738,乐山站,NULL,NULL,NULL
2768,南岸坝,46946,NAW,南
2769,南川,47570,KWW,南
2770,南江,47475,FIW,南
2771,盘关,50243,PAM,盘
2772,平田,50240,PTM,平
2773,普定,49700,PGW,普
2774,赛金桥,46955,OJW,赛
2775,三家寨,50173,SMM,三
2776,三穗,65690,QHW,三
2777,沙沱,50234,SFM,沙
2778,水江,47576,ONW,水
2779,松河,50174,SBM,松
2780,铜仁南,65688,TNW,铜
2781,万盛,47468,WSW,万
2782,相思河,47479,KUW,相
2783,新晃西,65684,EWQ,新
2784,巡场,46961,XJW,巡
2785,鸭江,47579,ACW,鸭
2786,营街,50180,YAM,营
2787,雨格,50175,VTM,雨
2788,玉舍,50169,AUM,玉
2789,月亮田,50246,YUM,月
2790,昭化,45440,ZHW,昭
2791,织金,49709,IZW,织
2792,重庆东,47067,CIW,渝
2793,重庆西,47068,CXW,渝
2794,韶山南,65663,INQ,韶
2795,娄底南,65666,UOQ,娄
2796,邵阳北,65669,OVQ,邵
2797,溆浦南,65675,EMQ,溆
2798,怀化南,65678,KAQ,怀
2799,平度,10085,PAK,平
2800,一二九公里,10097,YJP,一
2801,于家堡,10140,YKP,于
2802,杨家口,10223,AKP,杨
2803,军粮城北,10351,JMP,军
2804,滨海,10354,FHP,滨
2805,滨海北,10357,FCP,滨
2806,滦河,10360,UDP,滦
2807,曹妃甸北,10921,CBV,曹
2808,赵家店所,10959,RUP,赵
2809,唐海,10961,TVP,唐
2810,丰润西,10967,VRP,丰
2811,团瓢庄,10969,TPP,团
2812,半壁山,10971,IBP,半
2813,李家营,10973,UVP,李
2814,承德西,10975,CNP,承
2815,滦平东,10977,UWP,滦
2816,丰宁,10981,INP,丰
2817,赤城,10985,ICP,赤
2818,赵川北,10989,IOP,赵
2819,沙岭子西,10991,IXP,沙
2820,昌平北,11609,VBP,昌
2821,官高,11612,GVP,官
2822,北宅,11624,BVP,北
2823,怀柔北,11630,HBP,怀
2824,流水沟,11676,USP,流
2825,南大庙,11681,NMP,南
2826,猴山,11684,HEP,猴
2827,虎什哈,11687,HHP,虎
2828,五道河,11690,WHP,五
2829,二道沟门,11693,RDP,二
2830,平坊,11696,PVP,平
2831,滦平,11699,UPP,滦
2832,窑上,11702,ASP,窑
2833,张百湾,11705,ZUP,张
2834,金沟屯,11708,VGP,金
2835,滦河沿,11711,UNP,滦
2836,梁底下,11714,LDP,梁
2837,白旗,11717,BQP,白
2838,超梁沟,11720,CYP,超
2839,闹海营,11723,NHP,闹
2840,隆化,11726,UHP,隆
2724,成都市城东客运中心,NULL,NULL,NULL
2733,德阳市汽车站,NULL,NULL,NULL
2841,河洛营,11747,HYD,河
2842,汤头沟,11750,TGD,汤
2843,沙坨子,11753,SMD,沙
2844,张三营,11756,ZSD,张
2845,东大坝,11759,DUD,东
2846,庙宫,11762,MGD,庙
2847,四合永,11765,OHD,四
2848,腰栈,11768,YVD,腰
2849,广德号,11771,GDD,广
2850,银镇,11774,AZD,银
2851,纪家沟,11777,VJD,纪
2852,黄家店,11783,VDD,黄
2853,朝阳地,11786,CDD,朝
2854,五十家子,11789,VZD,五
2855,杨家营,11792,AVD,杨
2856,老府,11795,UFD,老
2857,中台子,11798,ZVD,中
2858,牛家营子,11801,NYD,牛
2859,四分地,11804,SFD,四
2860,红花沟,11807,VHD,红
2861,三把火,11810,SBD,三
2862,曹家营子,11812,CVD,曹
2863,北台子,11813,BWD,北
2864,赤峰西,11819,CID,赤
2865,赤峰,11822,CFD,赤
2866,赤峰东,11843,CUD,赤
2867,东南营子,11846,RND,东
2868,水地,11849,OVD,水
2869,安庆沟,11852,AQD,安
2870,风水沟,11853,FGD,风
2871,山湾子,11855,OWD,山
2872,老哈河,11858,LAD,老
2873,小河沿,11861,XYD,小
2874,四道湾,11864,OUD,四
2875,莲花山,11867,LHD,莲
2876,孤山子,11876,VSD,孤
2877,羊场,11882,YED,羊
2878,敖汉,11885,AHD,敖
2879,三义井,11888,OYD,三
2880,新窝铺,11891,EPD,新
2881,四合,11894,OED,四
2882,舍力虎,11897,VLD,舍
2883,奈曼,11900,NMD,奈
2884,嘎什吐,11909,GED,嘎
2885,昂乃,11912,AND,昂
2886,白音他拉,11915,BID,白
2887,黄花筒,11921,HUD,黄
2888,八仙筒,11924,VXD,八
2889,敖来,11927,AID,敖
2890,东明村,11930,DMD,东
2891,嘎什甸子,11933,GXD,嘎
2892,治安,11936,ZAD,治
2893,东来,11939,RVD,东
2894,瓦房,11942,WAD,瓦
2895,太平庄,11945,TPD,太
2896,余粮堡,11948,YLD,余
2897,西六方,11957,XFD,西
2898,育新,11966,YID,育
2899,于家店,11999,YUP,于
2900,韩麻营,12002,HYP,韩
2901,延庆,12224,YNP,延
2902,友谊水库,12766,YSC,友
2903,兴和西,12768,XEC,兴
2904,庙梁,12770,MIC,庙
2905,西土城,12772,XUC,西
2906,张家口,12782,ZKP,张
2907,集宁,12941,JNC,集
2908,七苏木,12962,QSC,七
2909,大陆号,12968,DLC,大
2910,贲红,12974,BVC,贲
2911,芦家村,12977,LJC,芦
2912,白音察干,12980,BYC,白
2913,乌兰哈达,12983,WLC,乌
2914,阿贵图,12989,AGC,阿
2915,土牧尔台,12992,TRC,土
2916,乌兰花,12998,WHC,乌
2917,白银哈尔,13004,BIC,白
2918,巴彦郭勒,13007,BGC,巴
2919,德日斯图,13013,DRC,德
2920,朱日和,13016,ZRC,朱
2921,锡林呼都嘎,13022,XLC,锡
2922,赛汗塔拉,13025,SHC,赛
2923,楚鲁图,13046,CLC,楚
2924,图呼木,13049,THC,图
2925,郭尔奔敖包,13052,GRC,郭
2926,夏拉哈马,13055,XMC,夏
2927,齐哈日格图,13058,QHC,齐
2928,查干特格,13064,CTC,查
3655,长岭子,54263,CLT,长
3656,刘家村,54264,AJT,刘
3657,龙头,54269,LDT,龙
3658,旅顺,54275,LST,旅
3659,丹东西,54336,RWT,丹
3660,东港北,54340,RGT,东
3661,北井子,54342,BRT,北
3662,大孤山,54344,RMT,大
3663,青堆,54346,QET,青
3664,庄河北,54350,ZUT,庄
3665,花园口,54354,HYT,花
3666,城子坦,54356,CWT,城
3667,皮口,54358,PUT,皮
3668,广宁寺,54360,GQT,广
3669,牛角山,54365,NJT,牛
3670,广宁寺南,54368,GNT,广
3671,蚕厂屯,54371,CUT,蚕
3672,亮甲店,54374,LRT,亮
3673,泉水屯,54377,IUT,泉
3674,登沙河,54380,DWT,登
3675,旗杆底,54383,QGT,旗
3676,杏树屯,54386,XDT,杏
3677,大刘家,54389,DBT,大
3678,清水河,54392,QHT,清
3679,李家屯,54395,LJT,李
3680,皮口南,54398,PKT,皮
3681,夹心子,54401,JXT,夹
3682,城子坦东,54404,CNT,城
3683,老边,54566,LLT,老
3684,营口,54569,YKT,营
3685,宝镜,54607,BJT,宝
3686,安平,54611,APT,安
3687,新寒岭,54620,XVT,新
3688,寒岭,54623,HAT,寒
3689,北台,54632,BTT,北
3690,明阳,54672,MET,明
3691,高阳镇,54674,GYT,高
3692,大郑,54676,DAT,大
3693,庄河,54678,ZET,庄
3694,吴家屯,54887,WJT,吴
3695,陈相屯,54896,CXT,陈
3696,姚千户屯,54902,YQT,姚
3697,歪头山,54905,WIT,歪
3698,石桥子,54908,SQT,石
3699,高家岁,54917,GJT,高
3700,新岭,54920,XLT,新
3701,火连寨,54923,HLT,火
3702,威宁,54924,WNT,威
3703,本溪湖,54926,BHT,本
3704,本溪,54935,BXT,本
3705,桥北,54984,QQT,桥
3706,桥头,54986,QAT,桥
3707,金坑,54998,JKT,金
3708,南芬,55001,NFT,南
3709,下马塘,55013,XAT,下
3710,连山关,55019,LGT,连
3711,祁家堡,55025,QBT,祁
3712,草河口,55031,CKT,草
3713,通远堡,55037,TYT,通
3714,林家台,55040,LQT,林
3715,中兴,55043,ZXT,中
3716,长虹,55046,CHT,长
3717,刘家河,55049,LVT,刘
3718,秋木庄,55052,QMT,秋
3719,鸡冠山,55058,JST,鸡
3720,袁家堡,55061,IVT,袁
3721,四台子,55064,OTT,四
3722,凤凰城,55070,FHT,凤
3723,张家堡,55091,ZBT,张
3724,一面山,55094,YST,一
3725,汤河,55097,VTT,汤
3726,汤山城,55100,TCT,汤
3727,五龙背,55103,WBT,五
3728,老古沟,55106,LOT,老
3729,金山湾,55109,JWT,金
3730,蛤蟆塘,55112,HMT,蛤
3731,丹东,55118,DUT,丹
3732,牛心台,55163,NXT,牛
3733,偏岭,55166,PNT,偏
3734,松树台,55169,IST,松
3735,温泉寺,55172,WQT,温
3736,小市,55175,XST,小
3737,泉水,55178,QST,泉
3738,田师府,55190,TFT,田
3739,赵家,55220,ZQT,赵
3740,官家,55223,GUT,官
3741,大堡,55229,DVT,大
3742,石城,55232,SCT,石
3743,铁佛寺,55235,TBT,铁
3744,边沟,55238,BKT,边
3745,佟家,55241,VJT,佟
3746,庙阳,55244,MYT,庙
3747,天桥,55247,VQT,天
3748,灌水,55250,GST,灌
3749,龙爪沟,55253,LZT,龙
3750,宽甸,55256,KDT,宽
3751,坦甸,55268,TDE,坦
3752,永甸,55274,INT,永
3753,长甸,55277,CDT,长
3754,榆树台,55328,YUT,榆
3755,五三,55329,WST,五
3756,孤家子,55331,GKT,孤
3757,东湖,55333,DMT,东
3758,新园,55335,XUT,新
3759,民家,55336,MGT,民
3760,深井子,55337,SWT,深
3761,琥珀湖,55338,HPT,琥
3762,李石寨,55340,LET,李
3763,中华寺,55343,ZNT,中
3764,瓢儿屯,55349,PRT,瓢
3765,雷锋路,55351,LIT,雷
3766,大官屯,55355,DTT,大
3767,抚顺,55376,FST,抚
3768,高尔山,55380,GET,高
3769,松原北,55945,OCT,松
3770,三井子,55947,OJT,三
3771,弓棚子,55949,GPT,弓
3772,扶余西,55951,FXT,扶
3773,五家户,56054,WOT,五
3774,平台,56057,PVT,平
3775,平安镇,56060,PZT,平
3776,镇西,56066,ZVT,镇
3777,葛根庙,56069,GGT,葛
3778,卫东,56072,WVT,卫
3779,宁家,56075,NVT,宁
3780,乌兰浩特,56081,WWT,乌
3781,贾家街,56090,JYT,贾
3782,湖南,56093,HNT,湖
3783,归流河,56096,GHT,归
3784,哈拉黑,56102,HET,哈
3785,宝门乡,56105,BOT,宝
3786,忙罕屯,56109,MAT,忙
3787,大石寨,56111,RZT,大
3788,猛鹫山,56114,MOT,猛
3789,德伯斯,56117,RDT,德
3790,景阳屯,56120,JTT,景
3791,索伦,56123,SNT,索
3792,丰林,56132,FLT,丰
3793,白海,56135,BIT,白
3794,金银沟,56141,JOT,金
3795,明水河,56144,MUT,明
3796,西口,56147,XKT,西
3797,五叉沟,56156,WCT,五
3798,牛汾台,56159,NRT,牛
3799,白狼,56165,BAT,白
3800,南兴安,56168,NIT,南
3801,北兴安,56171,BNT,北
3802,阿尔山,56174,ART,阿
3803,老伊尔施,56193,IIT,老
3804,伊尔施,56195,YET,伊
3805,双阳,56236,OYT,双
3806,泉沟,56336,QGD,泉
3807,八面城,56342,BMD,八
3808,曲家店,56345,QND,曲
3809,三江口,56357,SKD,三
3810,金宝屯,56360,JBD,金
3811,山场屯,56387,SCD,山
3812,大土山,56390,DTD,大
3813,卧虎屯,56393,WOD,卧
3814,堡石图,56402,PSD,堡
3815,茂林,56408,MLD,茂
3816,保康,56414,BKD,保
3817,金山,56417,JND,金
3818,丰库,56420,FKD,丰
3819,满汉营,56423,MYD,满
3820,于海屯,56447,YBT,于
3821,三宝屯,56450,SVT,三
3822,佟家店,56459,TDT,佟
3823,开通,56462,KTT,开
3824,胡家店,56465,HDT,胡
3825,二龙山,56471,RIT,二
3826,四合屯,56477,OHT,四
3827,黑水,56480,HOT,黑
3828,南洮南,56483,NOT,南
3829,洮南,56486,TVT,洮
3830,大仙,56495,RXT,大
3831,阳山,56501,YIT,阳
3832,镇赉,56537,ZLT,镇
3833,坦途,56555,TTT,坦
3834,街基,56561,JJT,街
3835,泰来,56564,TLX,泰
3836,乌兰昭,56573,WZX,乌
3837,克利,56576,KLX,克
3838,平洋,56582,PYX,平
3839,江桥,56591,JQX,江
3840,大兴,56594,DXX,大
3841,汤池,56606,TCX,汤
3842,三间房,56615,SFX,三
3843,通辽北,57029,TED,通
3844,昆都庙,57032,KDD,昆
3845,双泡子,57035,OPD,双
3846,花吐古拉,57047,HOD,广
3847,舍伯吐,57053,OBD,舍
3848,前十家,57056,QVD,前
3849,珠日河牧场,57062,ZRD,珠
3850,毛告吐,57065,MOD,毛
3851,莫莫营子,57066,MMD,莫
3852,道老杜,57068,DED,道
3853,四合台,57071,OTD,四
3854,扎鲁特,57074,ZLD,扎
3855,塔力根土,57077,TOD,塔
3856,石灰窑,57083,OOD,石
3857,布敦化,57089,BFD,布
3858,白音胡硕,57092,BCD,白
3859,新艾里,57116,XVD,新
3860,双山屯,57117,SPD,双
3861,杜尔基,57119,RRD,杜
3862,乌兰中,57122,WZD,乌
3863,乌斯台,57125,WID,乌
3864,车家营子,57128,CRD,车
3865,吐列毛杜,57131,TMD,吐
3866,好力套高,57134,VGD,好
3867,西哲里木,57137,XRD,西
3868,莺歌,57140,YOD,莺
3869,燕舞,57143,YRD,燕
3870,哈日努拉,57149,HRD,哈
3871,白云,57150,BVD,白
3872,云端,57152,YND,云
3873,珠斯花,57155,ZHD,珠
3874,霍林郭勒,57173,HWD,霍
3875,霍林河,57179,HND,霍
3876,哈尔滨北,57301,HTB,哈
3877,齐齐哈尔南,57303,QNB,齐
3878,忠工屯,57914,ZOX,忠
3879,石门子,57926,SZX,石
3880,新绰源,57944,XRX,新
3881,塔尔气,57959,TVX,塔
3882,汇流河,58199,HUX,汇
3883,牧原,58211,MYX,牧
3884,煤田,58217,MTX,煤
3885,乌尔旗汗,58220,WHX,乌
3886,岩山,58247,YNX,岩
3887,原林,58256,YWX,原
3888,库都尔,58265,KDX,库
3889,新帐房,58274,XZX,新
3890,岭南,58277,LWX,岭
3891,岭北,58283,LBX,岭
3892,图里河,58289,TEX,图
3893,伊图里河,58298,YEX,伊
3894,哈达,58319,HVX,哈
3895,根河,58325,GEX,根
3896,朝中,58340,CZX,朝
3897,朝原,58343,CYX,朝
3898,静岭,58346,JLX,静
3899,金林,58352,JNX,金
3900,金河,58361,JHX,金
3901,牛耳河,58391,NRX,牛
3902,阿龙山,58397,ASX,阿
3903,阿乌尼,58415,AWX,阿
3904,满归,58421,MHX,满
3905,大其拉哈,58454,DQX,大
3906,喀喇其,58463,KQX,喀
3907,克一河,58475,KHX,克
3908,索图罕,58487,SHX,索
3909,甘河,58490,GAX,甘
3910,吉文,58514,JWX,吉
3911,阿里河,58532,AHX,阿
3912,得耳布尔,58577,DRX,得
3913,莫尔道嘎,58595,MRX,莫
3914,小榆树,58745,XSX,小
3915,二道湾,58748,RDX,二
3916,青水山,58751,VSX,青
3917,团结,58754,TIX,团
3918,拉哈,58757,LHX,拉
3919,光明,58760,GMX,光
3920,六合镇,58763,LEX,六
3921,八方,58764,BAX,八
3922,讷河,58769,NHX,讷
3923,恒地营,58781,VVX,恒
3924,老莱,58784,LAX,老
3925,伊拉哈,58796,YLX,伊
3926,九三,58799,SSX,九
3927,弯道,58800,WDX,弯
3928,鹤山,58808,HSX,鹤
3929,新高峰,58811,XGX,新
3930,新彦,58814,EYX,新
3931,嫩江,58817,NGX,嫩
3932,哈达阳,58838,HYX,哈
3933,哈力图,58841,HFX,哈
3934,小黑山,58844,XIX,小
3935,红彦,58850,VIX,红
3936,达拉滨,58859,DFX,达
3937,大杨树东,58865,RYX,大
3938,大杨树,58868,DUX,大
3939,春亭阁,58877,CGX,春
3940,乌鲁布铁,58883,WBX,乌
3941,朝阳村,58889,CUX,朝
3942,讷尔克气,58895,NKX,讷
3943,白桦排,58901,BPX,白
3944,加南,58904,JAX,加
3945,加格达奇,58910,JGX,加
3946,松树林,58931,SXX,松
3947,小扬气,58946,XYX,小
3948,古源,58952,GUX,古
3949,大扬气,58958,DKX,大
3950,劲松,58961,JOX,劲
3951,新天,58970,XXX,新
3952,太阳沟,58979,TYX,太
3953,塔源,58988,TWX,塔
3954,林海,58991,LXX,林
3955,新林,59015,XPX,新
3956,大乌苏,59021,DWX,大
3957,碧州,59030,BOX,碧
3958,翠岗,59036,CIX,翠
3959,塔尔根,59048,TRX,塔
3960,塔河,59054,TXX,塔
3961,绣峰,59084,XFX,绣
3962,瓦拉干,59090,WVX,瓦
3963,盘古,59117,PGX,盘
3964,聂河,59126,NIX,聂
3965,阿木尔,59138,JTX,阿
3966,图强,59144,TQX,图
3967,漠河,59150,MVX,漠
3968,古莲,59153,GRX,古
3969,翠峰,59225,CFX,翠
3970,宏图,59249,VTX,宏
3971,呼源,59267,VYX,呼
3972,呼中,59288,VZX,呼
3973,碧水,59294,BUX,碧
3974,高头,59537,GOX,高
3975,冯屯,59540,FTX,冯
3976,塔哈,59552,THX,塔
3977,群力,59555,QIX,群
3978,中和,59561,ZHX,中
3979,哈川,59564,HCX,哈
3980,富裕,59567,FYX,富
3981,树林,59579,SLX,树
3982,富海,59585,FHX,富
3983,依安,59597,YAX,依
3984,古城,59624,GCB,古
3985,克山,59630,KSB,克
3986,克东,59642,KOB,克
3987,二井,59681,EJA,二
3988,二龙山屯,59687,ELA,二
3989,五大连池,59693,WRB,五
3990,龙镇,59696,LZA,龙
3991,龙门河,59717,MHA,龙
3992,辰清,59720,CQB,辰
3993,孙吴,59726,SKB,孙
3994,西岗子,59732,NBB,西
3995,锦河,59735,JHB,锦
3996,黑河,59738,HJB,黑
3997,哈尔滨东,60002,VBB,哈
3998,兴福,60176,XEB,兴
3999,东津,60182,DKB,东
4000,全胜,60191,QVB,全
4001,龙船,60194,LCB,龙
4002,庆安,60200,QAB,庆
